locus	logFC	logCPM	LR	PValue	FDR	beta_DG	beta_NG	delta_beta	gene
1:143904523	0.48412885048327	6.95743174426835	2.6889152169276	0.101048586167843	0.741293424938364	0.321820351304948	0.189523843269127	0.132296508035821	H2BP2
1:143904526	0.327893176664362	6.94873155046892	1.20007556626547	0.27330657555487	0.848346859337479	0.299940028768468	0.203381988929228	0.0965580398392399	H2BP2
1:143904583	0.371685470516931	6.89572243048266	1.6636928408017	0.197105460635772	0.821171936187064	0.29314190888806	0.189734250808681	0.103407658079379	H2BP2
1:143904590	0.434953719959476	6.75968101752319	1.90735014360536	0.167257906300963	0.796123669489263	0.266889198880564	0.17052465578694	0.0963645430936243	H2BP2
1:145887281	0.131415154073544	8.28639284287102	0.793733471471093	0.372973587876335	0.881523496575481	0.747646912019438	0.624426322362393	0.123220589657044	ANKRD35
1:145927196	0.241312719933424	6.33240197525948	0.831154851028771	0.36193880425157	0.877872760843886	0.162292234379623	0.122071779903519	0.040220454476104	LIX1L-AS1
1:1471335	0.0878738516983716	5.99849444218846	0.0923124652092042	0.76125766520218	0.985337644740664	0.147527956461866	0.111077751236679	0.0364502052251872	ATAD3B
1:147226158	0.316211492775216	6.22419345185774	1.18054504764875	0.277245062628185	0.848806485136958	0.140037985625842	0.110963731560141	0.0290742540657006	FMO5
1:1477767	0.0432608879047206	8.99760219881894	0.0772387701961605	0.781074815078939	0.988487810154876	0.863140652914377	0.767087375505239	0.0960532774091378	ATAD3B
1:1477775	0.045315747213876	8.98274368621375	0.0845561392445688	0.771215464835029	0.985650225785891	0.856796007281134	0.757487758468066	0.0993082488130676	ATAD3B
1:1477792	0.0367638589217465	8.97401723611531	0.0561547657703301	0.81268008874937	0.993710971887399	0.848659186666592	0.758848239391954	0.0898109472746382	ATAD3B
1:148039571	0.297831429825802	6.50023672457363	1.02267456446837	0.311885433961322	0.858584770342446	0.212270186360076	0.143095929472566	0.0691742568875094	RNVU1-7
1:148039608	0.224103680432766	6.80028769983249	0.590435769484785	0.442250658823279	0.903723669810688	0.261955876296349	0.194074954380335	0.0678809219160138	RNVU1-7
1:148039620	0.329994713841377	6.23948828285116	1.62049580576199	0.20302266840255	0.827540203498394	0.186423612704314	0.126701007740036	0.0597226049642774	RNVU1-7
1:150321647	0.0928806271512161	7.14361235893285	0.298712385506612	0.584690767594296	0.937749722460256	0.231744936787044	0.208340493026101	0.0234044437609433	PRPF3
1:150550963	0.566439904082342	6.82160288358875	7.55136103968944	0.0059964766140557	0.451984424127595	0.297311441755104	0.177537877329348	0.119773564425756	MIR4257
1:150551308	0.168543063436346	6.65028477049404	0.810486609049384	0.367976423690139	0.881523496575481	0.23362735375326	0.179126284231557	0.0545010695217023	MIR4257
1:150629842	0.351821115999623	6.4009463963967	1.69648236257436	0.192748650630415	0.813985010182034	0.177766171726425	0.114505526752499	0.0632606449739264	ENSA
1:150885970	-0.0909820371499775	8.62925424239046	0.763510971971712	0.382232001476595	0.881523496575481	0.857885056666333	0.765265643476689	0.0926194131896437	CTXND2
1:150885994	-0.158041822912743	8.61543725649161	1.85116508661508	0.173647948675219	0.796123669489263	0.829265793478627	0.767814997552711	0.0614507959259166	CTXND2
1:150886018	-0.165836702436638	8.71257514360721	2.4823125566916	0.115132858357565	0.742972962049685	0.881399612913421	0.825873261344705	0.0555263515687155	CTXND2
1:150886026	-0.147560523815813	8.71735482852713	1.89050119819095	0.1691454023078	0.796123669489263	0.891813816527693	0.821716357326462	0.070097459201231	CTXND2
1:150886060	-0.160397216090679	8.70126656203682	2.22881950375148	0.135457306999808	0.763897567981975	0.879041991893831	0.817629984085347	0.0614120078084842	CTXND2
1:150925298	0.071190933598497	7.45666206568812	0.116703369358106	0.732637825895849	0.980157918262459	0.439436483592135	0.392268934571761	0.0471675490203742	SETDB1
1:150925306	0.0575160710150645	7.59256115710493	0.0751525137605285	0.783977351828998	0.988598084361943	0.485406522337379	0.436735569767811	0.0486709525695679	SETDB1
1:150925311	0.160289432739722	7.69242243145772	0.779240131626068	0.377373635316685	0.881523496575481	0.537108692667755	0.450775204844699	0.086333487823056	SETDB1
1:150925314	0.0913878990250841	7.60290329872692	0.224704930668452	0.63547814590202	0.95006500522208	0.500811056145153	0.437813627288478	0.0629974288566745	SETDB1
1:150925361	0.147299653668196	7.65621467128575	0.527680691103512	0.467583580482768	0.903723669810688	0.520267628921948	0.437966013146524	0.0823016157754239	SETDB1
1:150925366	0.192688364713871	7.58871003805071	0.844213021660764	0.35819461780399	0.877734377234644	0.508876520328386	0.418548879040927	0.0903276412874585	SETDB1
1:150925377	0.0813794291486819	7.72279216541545	0.184425851217014	0.667597002871781	0.95915415336943	0.531330123335209	0.474294169336099	0.0570359539991095	SETDB1
1:151059340	-0.269135753896445	6.27718635972836	1.50870369057981	0.21933699828554	0.831214122948668	0.16101932967607	0.163548623759388	-0.00252929408331795	MLLT11
1:151254419	0.138617831202463	6.06434116573045	0.267407362249259	0.605076261774245	0.946568962053692	0.149655772449865	0.112761230326205	0.0368945421236601	PSMD4
1:151837748	0.184002745215177	6.72255896231604	0.985016362656317	0.320963477088674	0.864036989224537	0.25762467692715	0.202475619461917	0.0551490574652334	C2CD4D-AS1
1:151837765	0.413654183157868	6.4628459204806	3.7916682371723	0.0515082877224207	0.665456699043134	0.229073660925449	0.157054893448707	0.0720187674767428	C2CD4D-AS1
1:151837781	0.591300988169018	6.41237220920866	11.2356541910121	0.000802408181410749	0.262353880327664	0.233426640515303	0.13574204759798	0.0976845929173234	C2CD4D-AS1
1:151837785	0.537320108041245	6.56938190801459	7.12594764619364	0.00759762474708629	0.454492735248533	0.258271021846146	0.156979750852436	0.101291270993709	C2CD4D-AS1
1:153633712	0.520312399388444	6.31361322813584	3.19268343835402	0.073968498337286	0.683980285339351	0.200087866422417	0.117285353849982	0.0828025125724344	CHTOP
1:153633723	0.54420094150691	6.45259532886773	3.26090286817939	0.070950051531225	0.681207295222193	0.226905160224423	0.127256377630045	0.099648782594378	CHTOP
1:153633725	0.519040549173976	6.44539298796671	3.1170202033034	0.0774783458169019	0.690842565293581	0.220208128320272	0.130425377951369	0.0897827503689035	CHTOP
1:153633741	0.532818991842378	6.09842518620391	3.41774115357556	0.0644992109345601	0.678900286359304	0.168782621326765	0.096219941043026	0.0725626802837392	CHTOP
1:153633762	0.601878604564165	6.36344721534537	4.90642289506432	0.0267569985213716	0.542673494282965	0.211046443470572	0.122567534509667	0.0884789089609042	CHTOP
1:153633770	0.546709946065704	6.13717284369024	4.04218731547532	0.0443762698296635	0.637593786399566	0.175344674859342	0.103505080448521	0.0718395944108202	CHTOP
1:153658892	-0.470191067776359	6.22681723138583	2.98545983810173	0.0840154206612669	0.707799513531226	0.138772492917481	0.167768181428098	-0.0289956885106173	SNAPIN
1:153792492	-0.100703311677554	8.33836918918522	0.600780877861268	0.438280240818946	0.903723669810688	0.755430819066205	0.709889349828449	0.045541469237756	LOC343052
1:153792583	-0.107414038726505	8.37474500666701	0.694462216721149	0.404650749733437	0.893385498396515	0.779116341811651	0.732095307145692	0.0470210346659593	LOC343052
1:154184071	0.0892016473063826	8.88725678872031	0.633101683603243	0.426219873382863	0.903259853446509	0.853588156061952	0.782641398921001	0.0709467571409511	TPM3
1:154184086	0.0935891040963393	8.83528949084828	0.663011699018703	0.415498709497684	0.900293967707095	0.824415766716668	0.748551951170506	0.0758638155461626	TPM3
1:154184110	0.103854093159586	8.87879326919788	0.948967939633221	0.329982138581236	0.867598866500517	0.847458274013459	0.76058126872018	0.0868770052932796	TPM3
1:154184116	0.0153958882700367	8.68010028671072	0.0188325439610324	0.890847642072511	0.993710971887399	0.7166004419897	0.673502947354926	0.0430974946347745	TPM3
1:154184133	0.0866411636875191	8.92652539090039	0.622663047345618	0.43005939908001	0.903259853446509	0.871720464089266	0.790522574563055	0.0811978895262104	TPM3
1:154184140	0.0925423843108609	8.81491111209797	0.707300065195291	0.400341584525313	0.891134596669163	0.805343811692035	0.724021258938875	0.08132255275316	TPM3
1:154194071	-0.230865148946365	7.86788461088599	2.21134460573012	0.13699921682792	0.763897567981975	0.574605127649192	0.598918587057117	-0.0243134594079255	MIR190B
1:154194087	-0.167275571943362	7.63730135472284	0.928200652805785	0.335330921201895	0.867598866500517	0.494643360254592	0.484684207733092	0.00995915252149959	MIR190B
1:154220033	-0.226352687398075	6.23335850760645	0.422734234524839	0.515575857972077	0.921774140238202	0.132601284064432	0.144770498484938	-0.0121692144205056	UBAP2L
1:154220761	0.30326431036853	5.99118146006679	0.97112989017603	0.324398549145713	0.86547709982809	0.141466276377977	0.0976571983919756	0.043809077986001	UBAP2L
1:154221215	0.0389403427771395	6.93927970665682	0.0464554173347409	0.829350080497355	0.993710971887399	0.260483158317824	0.226154436582642	0.0343287217351819	UBAP2L
1:154558892	-0.0707760022538323	6.87575662453236	0.121900352573888	0.726982474042009	0.980157918262459	0.208454638332699	0.190169736469085	0.018284901863614	UBE2Q1
1:154568260	0.210135912722041	6.58150664649858	0.690921717207374	0.405851047380705	0.893385498396515	0.230657864815026	0.179442973142732	0.0512148916722946	CHRNB2
1:154983375	-0.620776864344335	5.99937895080451	7.79975532838851	0.00522533094233271	0.451984424127595	0.0964044824256411	0.132284057238733	-0.0358795748130917	FLAD1
1:155136327	-0.217689145406961	5.96768249964655	0.616033776337687	0.432524989432976	0.903713881243184	0.132680679339697	0.136954606078708	-0.00427392673901092	SLC50A1
1:155193081	-0.262384884661211	6.65172952433543	1.256071404826	0.262396032128964	0.846763555217579	0.187935620646798	0.209804788611579	-0.0218691679647817	MUC1
1:155193150	-0.201025514672872	6.72102616173264	0.860411826329226	0.353623470582532	0.873531644983453	0.206186026617986	0.223126468464895	-0.0169404418469093	MUC1
1:155244324	0.122638103014638	6.29048148921417	0.187543177560983	0.664969324245811	0.957597810560167	0.140802538626428	0.118490061602876	0.022312477023552	GBA
1:155255191	0.19597657231578	6.34982578379839	0.65454795621244	0.418491344171517	0.902196509777398	0.172723957455943	0.145073816043772	0.0276501414121717	FAM189B
1:155320968	-0.485772181974706	6.38914412590811	2.20712289190625	0.137374664323662	0.763897567981975	0.139994470845184	0.173518499861985	-0.0335240290168013	RUSC1
1:155325161	-0.398397582445673	6.36594171340781	2.40554996974429	0.120905626392791	0.753945831446387	0.161928352432805	0.185754108008391	-0.0238257555755868	RUSC1-AS1
1:155325231	-0.32732918988705	5.97842694959683	1.1918881113605	0.274949032463544	0.848794930926003	0.124223309380983	0.129733026753532	-0.00550971737254873	RUSC1-AS1
1:155608886	0.170050064439159	8.79308843590474	1.19463543098321	0.274396525123123	0.848794930926003	0.86801974319971	0.722620333221571	0.145399409978139	MSTO1
1:156083727	0.25400122598778	7.97439976041916	3.01374877249485	0.0825611470870079	0.699718794886942	0.572479782755385	0.451272045478271	0.121207737277114	MEX3A
1:156083734	0.259553925349353	8.39044359327104	4.32228162664546	0.037616452418693	0.597572388613305	0.776410566320708	0.62799662867684	0.148413937643868	MEX3A
1:156083757	0.329632449205744	7.89264688476901	6.48586590828027	0.0108735558230642	0.460720836748675	0.549826498200696	0.4219322377672	0.127894260433496	MEX3A
1:156083772	0.385684849245718	8.00757759159526	7.4521946586645	0.00633591487000672	0.451984424127595	0.610117424363001	0.45082783165766	0.159289592705341	MEX3A
1:15617328	-0.202559520906223	7.36075721320349	1.43310567439242	0.231258258793303	0.835797018934186	0.171931572565339	0.180255136463461	-0.00832356389812158	DDI2
1:156572856	0.374856675074996	6.79495877151685	2.33307645841079	0.12665135121343	0.757214704224683	0.238532098234991	0.161400446310676	0.0771316519243143	IQGAP3
1:156601003	0.0178293342761839	6.24817001489861	0.00702526907269885	0.933202028370588	0.996396782809805	0.158382196520103	0.129949330899439	0.0284328656206646	GPATCH4
1:15807511	0.0739918577321522	8.02811579566395	0.31959891490667	0.571848782136074	0.931463962139605	0.409559468035328	0.38749962503109	0.0220598430042378	UQCRHL
1:15807539	0.150900267290744	8.62416005738931	2.06806242588976	0.150412506812304	0.780385764862268	0.872360434015794	0.822022486251839	0.0503379477639546	UQCRHL
1:15807611	0.130806192479956	8.56935082695726	1.5224096195706	0.217255209856103	0.831214122948668	0.834919548464186	0.796164005694025	0.0387555427701614	UQCRHL
1:159205324	0.216931654151023	8.77722493206363	4.00252635070568	0.045432117650487	0.639109048968803	0.747625686056311	0.650673592586536	0.0969520934697749	ACKR1
1:159205365	0.411125260211883	7.52447931388902	5.00165411212102	0.0253231062510874	0.534343120793148	0.322380084186864	0.235881910632624	0.0864981735542398	ACKR1
1:160032321	0.0092657156006003	6.4680350311079	0.00183770428223795	0.965806396299105	0.996554907869362	0.193248478064073	0.169096086916057	0.0241523911480155	PIGM
1:160070467	-0.31682817098878	6.81690208824272	3.50008242196713	0.0613657749766934	0.670374367752571	0.191754687535426	0.200420474321258	-0.00866578678583208	KCNJ10
1:160285634	0.188550569904282	9.13460853339945	2.59802476293667	0.106996992478411	0.741293424938364	0.734536389337833	0.655241466746747	0.0792949225910857	PEX19
1:160400878	0.233574176411241	8.36169525122462	3.51550155331013	0.0607972524770137	0.670374367752571	0.230138176251751	0.201518049565903	0.0286201266858481	VANGL2
1:160400883	0.170515128382181	6.47584788471338	0.546813701225688	0.45962254465532	0.903723669810688	0.0538456631468663	0.0501551988273245	0.00369046431954178	VANGL2
1:160400885	0.180456342948506	6.43124486099295	0.62516323616029	0.429135041245408	0.903259853446509	0.0529865271167657	0.0490506590317527	0.00393586808501303	VANGL2
1:160400891	-0.0343791554331158	6.05787835776844	0.0131590616383193	0.908672646518129	0.994351575996004	0.0369757284310233	0.037523464360739	-0.000547735929715694	VANGL2
1:160400893	-0.0580726698290778	6.24399118609415	0.0580284643993565	0.809639612989124	0.993710971887399	0.0414323089510601	0.0454197351012669	-0.00398742615020682	VANGL2
1:161021536	-0.12472087934514	6.46948513294271	0.241696816999209	0.622983261327493	0.949731665808389	0.160517953523079	0.158416325557048	0.00210162796603136	F11R
1:161152519	-0.0899126748170164	8.75085087066241	0.622749134058161	0.430027521472192	0.903259853446509	0.868988048193808	0.768963790499287	0.100024257694521	UFC1
1:161152536	-0.130102180906368	8.77361960490691	1.32240196877438	0.250161426973205	0.845790173103503	0.871077611160233	0.796424753415024	0.0746528577452085	UFC1
1:161152974	-0.012507942446156	8.6402081319719	0.0116188321663486	0.91416173068168	0.995113103430104	0.802983294132378	0.798859943678962	0.00412335045341505	UFC1
1:161152981	-0.019051792578261	8.64923248159312	0.0275911843707632	0.86807357712531	0.993710971887399	0.807450899092027	0.810964503218535	-0.00351360412650859	UFC1
1:161152990	-0.0168771767876204	8.65993630353389	0.0221734229417407	0.881626677674915	0.993710971887399	0.81348288573972	0.812649617039246	0.000833268700473622	UFC1
1:161152998	-0.0277773718740517	8.63368642097428	0.0581373553733897	0.809464521405211	0.993710971887399	0.792045911941985	0.801419201483797	-0.00937328954181227	UFC1
1:161153044	0.0385130996191297	8.59519840111437	0.10845382076883	0.741911351999373	0.981406827141785	0.79467948138774	0.75610014625563	0.0385793351321102	UFC1
1:161177464	-0.297768965439622	6.09565916901066	0.887871141158271	0.346054861147796	0.872444778514142	0.129462291314694	0.137121126367448	-0.00765883505275375	B4GALT3
1:161524411	-0.0231817905772953	6.1519105792429	0.00991971368222266	0.920663672702925	0.995113103430104	0.162666153607073	0.151073813711884	0.0115923398951888	HSPA6
1:161765176	0.249530323698453	7.08936040275115	1.72152484045192	0.189496882800961	0.813527163774296	0.24381540197336	0.178810359939741	0.0650050420336192	ATF6
1:161765335	0.686562998505531	6.40242951681438	6.82962720785606	0.00896579762709463	0.45898990861483	0.11570545830997	0.0729953646150054	0.042710093694965	ATF6
1:16535707	0.101485864379439	7.21651556654682	0.236290723118259	0.626898080481794	0.949731665808389	0.299255167895251	0.247705555636781	0.0515496122584704	LINC01783
1:16535717	0.139612327325003	6.53335672905916	0.215932991960131	0.64215640228051	0.951124420943749	0.180694113511455	0.138818370233696	0.0418757432777594	LINC01783
1:16535750	0.164667686058747	7.0870032146779	0.395953461163217	0.5291864925528	0.924693084853869	0.279202785681226	0.215877423119251	0.0633253625619749	LINC01783
1:16535765	0.374438219136257	6.80909573620382	1.83937208578811	0.175024560461944	0.796123669489263	0.234380727092811	0.166170280763847	0.0682104463289646	LINC01783
1:16535782	0.233148398810161	7.25277717490961	0.850568446597066	0.35639157672464	0.8763572460093	0.322217814104913	0.245549811692118	0.0766680024127947	LINC01783
1:16535788	0.304310118870598	7.39377463748448	1.80352459292891	0.179286972169106	0.797565952316511	0.358464140531008	0.26398868749443	0.0944754530365783	LINC01783
1:16535800	0.303082877628023	6.35534160743637	0.830873680869303	0.362020016699456	0.877872760843886	0.162642318120247	0.11350449041505	0.0491378277051964	LINC01783
1:165630485	-0.394166741237115	6.30522863939371	2.84483590067697	0.0916679523144058	0.735103080171952	0.143500693180769	0.162565382716887	-0.0190646895361181	MGST3
1:165699377	-0.00224012961348829	8.14932499766942	0.000330550569195509	0.985494420265544	0.996993241438815	0.759409876838489	0.630489724164525	0.128920152673964	ALDH9A1
1:165699384	-0.0229378135329766	8.15086702029476	0.0310165322655109	0.86020350974114	0.993710971887399	0.748896017068334	0.639806227894511	0.109089789173823	ALDH9A1
1:165699399	0.00398724116844411	8.16808278441509	0.000862058330874049	0.976576812558712	0.996993241438815	0.76653604723096	0.630865008124705	0.135671039106255	ALDH9A1
1:165768910	0.0867152156885742	5.97560646126665	0.0970816916336901	0.755360229478993	0.985337644740664	0.156229124444823	0.126745759353325	0.029483365091498	TMCO1-AS1
1:16644553	0.0559690366621619	6.20371728182562	0.0482144841437275	0.826199851447227	0.993710971887399	0.156820009512504	0.124310465974144	0.0325095435383597	MST1P2
1:16765427	0.164108917519889	8.02698896686021	0.791289663278548	0.373710444346422	0.881523496575481	0.537711739325252	0.401264454313681	0.136447285011571	MST1L
1:16765452	0.192918183792124	7.90936549998707	0.884955612037459	0.346847960055527	0.872444778514142	0.493552421633605	0.369937281725348	0.123615139908257	MST1L
1:16765467	0.184206412901775	7.57389161991363	0.573899687376752	0.448713432445435	0.903723669810688	0.387548898274124	0.291234527916641	0.0963143703574834	MST1L
1:16765473	0.140969766147505	7.80152101682825	0.409227305446692	0.52236195532039	0.921774140238202	0.450813971677505	0.341985043090293	0.108828928587213	MST1L
1:16765846	0.0561026291877012	7.42129765022514	0.0938133219617896	0.759384153362333	0.985337644740664	0.360921251481353	0.258890621009909	0.102030630471444	MST1L
1:16765860	0.3139268070818	7.22660971197947	1.77807881343276	0.18238541414551	0.801289625072523	0.343084875126816	0.206786098648003	0.136298776478812	MST1L
1:16765863	0.456596376317316	6.95502538116113	4.42001347391847	0.0355197558986175	0.584445252657815	0.291439516425534	0.153084397090181	0.138355119335353	MST1L
1:16765920	0.326445322332748	7.1891074025116	2.1069588388869	0.146630466007471	0.774490628292307	0.33479014765955	0.198849527561421	0.135940620098129	MST1L
1:16765941	0.278597291994985	6.9987139241619	1.39291203490127	0.237913941633699	0.841624831687895	0.283418842203144	0.179452517464354	0.10396632473879	MST1L
1:168225566	0.736910070601114	6.45161807770927	6.12775875752639	0.0133075463988544	0.470943067621223	0.205813345324582	0.130821580664607	0.0749917646599754	SFT2D2
1:16859081	0.217101205268472	8.24944866082337	1.34774828629448	0.245672150462938	0.845790173103503	0.695014846641337	0.52909168136703	0.165923165274308	MIR3675
1:169794887	-0.0552536622483487	5.98915851544781	0.0337618744108426	0.854214253486807	0.993710971887399	0.150625841381151	0.137692783185195	0.012933058195957	C1orf112
1:17054866	0.00413628745600802	8.41851275825918	0.00133387845988864	0.970865897057209	0.996554907869362	0.832761852470269	0.781568290707319	0.0511935617629498	SDHB
1:17054896	-0.0888125422913987	8.49686041931344	0.688905956954173	0.406536754750202	0.894108638569682	0.807954384602448	0.777312332634274	0.0306420519681742	SDHB
1:17054898	-0.0659162172087128	8.52711348797114	0.370442747041437	0.542763031946119	0.925799823679781	0.829043475805912	0.786970591869558	0.0420728839363541	SDHB
1:17054904	-0.0622971068998036	8.48645337138344	0.321857148355413	0.570493698581131	0.931463962139605	0.803738711141575	0.758860757414171	0.0448779537274041	SDHB
1:17054921	-0.0779626075867287	8.5186043078705	0.49715753139818	0.48075174789203	0.907648589772738	0.820275737201071	0.783172840312739	0.037102896888332	SDHB
1:171781663	-0.101407726979491	6.07587964002682	0.117928551027291	0.731292093299079	0.980157918262459	0.133783735241799	0.130414097002389	0.00336963823940953	EEF1AKNMT
1:173714947	0.114722341357767	6.15087054341653	0.21839169273305	0.640268109640678	0.951124420943749	0.169688118758561	0.135186077713283	0.0345020410452773	KLHL20
1:173825492	0.170415694421083	6.35868921630902	0.414788256008904	0.51954912632827	0.921774140238202	0.0852804377079579	0.0781306625843502	0.00714977512360776	CENPL
1:173825500	-0.0071443327716458	6.81081952449008	0.0010604750042944	0.974021532650886	0.996993241438815	0.114254858757932	0.121456498524423	-0.00720163976649103	CENPL
1:173825530	0.0434267378315472	6.94891427353107	0.0271381768057495	0.86915123759393	0.993710971887399	0.129636905130878	0.12895454354956	0.000682361581317792	CENPL
1:173825562	0.13944763187096	8.20078132255185	0.879981785669443	0.348206668218905	0.872750038647021	0.34348324658352	0.315652471819929	0.0278307747635909	CENPL
1:174160203	-0.529608941624829	6.22454545729814	3.32966297331926	0.0680408156903077	0.681207295222193	0.149277208272508	0.166300086373025	-0.0170228781005175	RABGAP1L-DT
1:17439567	-0.0373291586264874	6.65252116577204	0.0391646536112589	0.843122822610172	0.993710971887399	0.151486314924801	0.13858307343038	0.0129032414944212	RCC2
1:178512517	-0.126942823171019	8.33491545444999	0.680082107387548	0.40955845217516	0.89753577909358	0.748048466209818	0.671326745650402	0.0767217205594164	TEX35
1:179366463	0.492715534718845	6.34660773210383	3.17504924468977	0.0747709579301833	0.683980285339351	0.172081744200788	0.119418617522124	0.0526631266786637	AXDND1
1:179366464	0.38252558745625	6.30906768613068	2.08001320559389	0.149238885190896	0.779755876779099	0.161420344905155	0.108158114132273	0.0532622307728821	AXDND1
1:179366538	0.0414652887342885	6.31176722735419	0.0175002672725526	0.894756043194525	0.993710971887399	0.131505752964919	0.133033125411185	-0.00152737244626636	AXDND1
1:180230580	0.0140470304407957	6.01278592801976	0.00300977762678656	0.956248851808824	0.996396782809805	0.156112483711092	0.124408281112906	0.0317042025981859	LHX4
1:180912074	0.266427866083465	6.30116625775517	0.982914388297644	0.321480348281036	0.864286994594868	0.193464484208928	0.153794912669913	0.0396695715390152	KIAA1614
1:182391929	-0.257611710304271	6.18125952019958	1.59594568849673	0.206478713401788	0.831214122948668	0.170232570416634	0.169147966316685	0.00108460409994932	GLUL
1:182588810	0.243871646676745	6.34221389365506	0.878667544821909	0.348566887977065	0.872750038647021	0.147143531787008	0.112149472716064	0.034994059070944	RNASEL
1:182838882	0.0730987514032694	7.34869887295237	0.0915999330521373	0.762152941034684	0.985337644740664	0.25999174461277	0.227947377177209	0.0320443674355613	DHX9
1:183634999	-0.370595622252244	6.47356785352826	1.81744487948512	0.177617720998166	0.796123669489263	0.137755658310636	0.132877618215066	0.00487804009556944	RGL1
1:183635000	-0.116925805563601	6.2466488596908	0.159211923564257	0.689883118174742	0.96876794602736	0.134265416744076	0.13907488436911	-0.00480946762503401	RGL1
1:184387251	-0.0917674872762336	6.50017233084208	0.12925237020265	0.719208469831271	0.977823946291914	0.175045560670121	0.15678091692092	0.0182646437492018	C1orf21
1:185157110	0.00973854733503413	6.27019943305601	0.00123316407048435	0.971986895540366	0.996554907869362	0.193478260243522	0.15167271293925	0.0418055473042724	SWT1
1:18631040	0.0307917377486107	7.08187162095783	0.0391907812405421	0.843071182973333	0.993710971887399	0.239052849915061	0.213843703557042	0.0252091463580189	PAX7
1:186375571	0.341327995601553	6.03447169609158	2.10444573407496	0.146871553575731	0.774784533888139	0.167955894616808	0.110143041058604	0.0578128535582036	ODR4
1:18902805	0.474817197247473	6.11032363754623	4.41183486848389	0.0356904322126471	0.584445252657815	0.17888617659934	0.122222849522374	0.0566633270769665	ALDH4A1
1:19882225	-0.00730189015275876	6.60007205370871	0.00174448691986839	0.966684398036851	0.996554907869362	0.227653148881456	0.192974738273051	0.034678410608405	OTUD3
1:2004896	0.132706878823905	8.29802560645602	1.53102546081228	0.215958606586048	0.831214122948668	0.787654445654438	0.643342360290696	0.144312085363742	CFAP74
1:2004909	0.149299354205126	8.30162493746042	1.95317683120962	0.162244927833514	0.794676797758993	0.795627292226906	0.648677275948715	0.146950016278192	CFAP74
1:2004931	0.316820127925807	7.8522970123357	5.66716001259817	0.0172854183826354	0.483325878635078	0.628733323116419	0.449370548537986	0.179362774578433	CFAP74
